RF,MaximinRF,MaggingRF,MaggingRF2
0.7589704734964902,0.7363498774065744,0.7028702990156575,0.7952761974118367
0.7702551983105209,0.727823384379124,0.7210455034879325,0.8017888159866412
0.7878395840383103,0.7488363974386765,0.7472555281068165,0.8090078959496704
0.7679879815912125,0.7625917220944356,0.7608724083953451,0.8130190705029795
0.7756814641840448,0.742695740194872,0.7168343306139983,0.812892024479468
0.7720855798649294,0.7294113472131509,0.7177964149641369,0.7941853389400364
0.761479059098841,0.7279275019095786,0.7077096534402869,0.7972772787992084
0.7633346471856484,0.73091197856871,0.7361930519776565,0.791580190427916
0.7933698792227858,0.7562327968268951,0.7246883436978617,0.8122936495923525
0.7643929187851884,0.7332037059773986,0.7299746632385153,0.8016800126284911
0.7153971631756211,0.6792157372977512,0.6970007041292201,0.7648755240456037
0.7704901235440973,0.7215254074081865,0.7177843323606352,0.7907895953995568
0.7642952998922827,0.7305559599859583,0.7208710569748713,0.8006958199814979
0.7838631108125067,0.7649653210335973,0.7298107935325747,0.8192525824191669
0.7906681930947376,0.7571844333207506,0.7271503701948143,0.8127524352650041
0.7728603453962691,0.7370679512132141,0.7424195121933053,0.8052523160777182
0.7952643339359494,0.7662399719901326,0.7395576065592847,0.8276889902135145
0.7361328634005351,0.7249220868481833,0.7028815760473245,0.7832730359073051
0.7587249069221893,0.7206028613094893,0.6833098805475941,0.7861826186029852
0.7911378446184927,0.7517613171543156,0.7479414088296185,0.8240751950556287
0.7680599931437068,0.748759955169584,0.7275811152784423,0.8107277067605957
0.7923458182621649,0.7659358658350524,0.7615739542888058,0.8297684586516689
0.7861809685093828,0.7509945989944101,0.7344185348010208,0.8155675182269903
0.7573667021243851,0.7124694082941592,0.686755657659781,0.788538886954066
0.7681634130004742,0.7342779893474032,0.7103085752920242,0.801898077522498
0.7546512602039219,0.7385811778408871,0.7148637456888931,0.8044995750086698
0.7471074668596129,0.7094615660796644,0.6848929785129816,0.7806906627230729
0.766282158434447,0.7354060132617428,0.7236409740216623,0.7996421454750492
0.7820732835764258,0.7448240603635301,0.7281164767605148,0.8049261938873759
0.7615961671138628,0.7372473692961361,0.7203987489251824,0.7922074876934491
0.7846928588390245,0.749978332973924,0.7494453552465976,0.8182419686569693
0.7818175989185968,0.7558521870780366,0.7183662886034679,0.8182054659726459
0.7698746950879575,0.7529532441794224,0.7184569172627207,0.804846983781206
0.772954505652502,0.7458530784327825,0.747576362405335,0.8074409000346403
0.7624357052540387,0.7399547703860465,0.706344637356493,0.7917118547342925
0.7954603455480124,0.7566852731303121,0.7321516691997612,0.8221523954887129
0.7714702663767625,0.7548400220147626,0.7430629510693078,0.8112883995194573
0.7594005745224222,0.7254578402990908,0.7383748643353967,0.7974063242879355
0.7801269340263381,0.7648546422583702,0.7277687322584164,0.8117244084743369
0.7489474866494921,0.7478918308920648,0.7245939453128227,0.8077721294455494
0.7635234887819436,0.7149549623766953,0.7130113678695792,0.7810212140221344
0.8009237740049173,0.7774798525353586,0.749020264279685,0.8289121240632765
0.7711531366919393,0.7663210490994603,0.7382071665804577,0.810899960320069
0.7567013520512083,0.7471233723880213,0.6953992874659698,0.7948952579005979
