RF,MaximinRF,MaggingRF,MaggingRF2
5.1151720702705585,5.78293960996783,14.564249252842878,4.725132771323083
5.680053431692771,6.509082476265905,14.284661805854784,4.701252059351227
5.736195608578896,6.617863005196679,13.230208727636445,4.9586846836038845
5.45460841826405,6.409550860177963,12.270111565117121,3.9782862682256828
5.175581408801332,5.850437285245557,13.74028429757364,4.42489450483829
5.662046659489284,6.101770508201351,13.582953477166901,4.70276510205099
4.617024252111559,5.559906640300944,14.054215798813953,4.8862345004947985
5.076815664764813,5.817410476324453,13.193100684728426,4.985472555673867
4.776189730247951,5.321597572397982,11.68554955107888,4.533498960064215
5.634043731772907,6.429186147000376,13.03208782362332,4.770799056865393
5.84745291629374,6.827698310908896,14.219548485510233,4.985408904596869
4.391370019185301,5.358217348657613,10.466992881274697,4.38853321173496
5.608300538247277,6.28414214510094,12.965560720323591,4.6227773908887295
5.246307528612942,6.576456033575113,13.44350479431639,4.675636746992772
5.468894491651096,5.434267139995954,11.316580461373084,4.807985866327054
4.911715653202956,5.541662814502537,11.781444294646555,4.519229376545076
5.435967065645815,6.155638750656007,13.88691221803721,5.03762955052649
5.783988344096509,6.294233157124049,10.906398241693493,4.8166850457420285
5.645313894672369,6.343269979821151,12.421015638547502,5.0038860421267595
4.9215195463929735,5.724100018113651,12.453760267130416,4.513964541936264
4.9020628053454995,5.939023285069061,11.99318511488516,4.5735994219850085
5.162103402872251,5.647588045394787,12.185385901428337,4.861092237924305
4.520827843829951,5.928968043495487,13.769987693195288,4.9613572199179385
4.783455835146563,5.888883887317176,14.596233756095776,4.374733604277678
5.314346447332721,5.813282124854124,12.170530909815332,4.5981906152011485
6.02925947215375,6.411877509260898,11.718986541373575,4.503098654068838
5.010953655880173,5.817373179140873,11.406681375227546,4.52981114366308
4.835605350880513,5.980100735826535,14.056358984600582,4.635077793518677
5.1440122016776995,6.152633122854093,12.296167281681505,4.9662310142366755
5.527498167678329,5.173173853576765,11.137377441620492,4.637612047970168
4.769599938010011,5.461920611735084,11.225878421416773,4.579952944651612
5.036486599110939,5.419094594689707,12.881052082444437,4.579151239858663
5.80270159069172,6.213034450147084,14.682879125036465,4.767830616521563
4.6832477293038055,5.332183032566239,12.096508078894507,4.715975654781262
5.1802297569864715,6.522176784478964,11.135228988503451,4.934767754729703
5.389305682640906,6.0879715704905895,12.91481329385865,4.4298986574864045
4.893153285976732,5.627259070959337,11.455586000656467,4.689145236788288
5.5078618761789455,5.981976741726661,13.509296848576737,4.742355041755695
5.137183254357226,5.639628251232539,11.793862563472045,4.552432170064623
4.917048319688224,5.6166003034608085,12.631679818558121,4.778251096334691
5.751028054110457,6.31386014494563,11.660081792159918,4.970524281319661
5.593349639679015,6.397977480132377,14.053813625473024,4.479665292477777
6.063644885460799,6.498235113973744,12.740874637019148,4.7903177460656625
5.15418986869573,6.271024300917499,13.039583174663756,4.868612296552471
5.308073075925693,5.757798684737744,14.766751134349066,4.743726573654987
5.647877557853121,5.945829520198614,11.64934745311587,4.713079576397529
4.972047836469539,5.4314162708725435,12.707566089096343,4.501299740175194
5.477536104981271,6.253718886256214,12.979715962027482,4.676075866004416
5.233052930131772,6.086043815790979,11.614378962141398,4.8583930586258575
5.001657071806472,5.568632203673978,11.933273613707199,4.852079654476838
5.400447374691753,6.241290886668926,14.579919578914346,4.535256104795916
4.927324836450959,6.0056332819243305,12.405893514731945,4.528446547148724
4.7953585410923765,5.412904630131324,11.450996996266856,4.0423332824044005
5.5844696280263655,5.330489734566259,14.965220767070484,4.052564791374973
5.018082869344684,6.090056104375192,14.147813860583161,4.621244212648615
5.950547155925078,6.767220043498658,12.698913440179616,5.2653304812262665
5.009660724775753,5.672536065034794,12.437469435201521,4.751556455717362
5.34264535298387,6.383516978512571,13.84972053199674,4.6931139985429855
5.674780682580165,6.143768515184235,10.424502056522966,4.925000452369255
5.367291330510387,6.018594936971088,13.789784517008663,4.86356343576522
4.88108380022274,5.739451575265178,11.647484961378485,4.3874897252268665
6.235148337306337,6.358202757720217,10.009645914515064,5.109071965133718
5.608159098481004,5.706594441006796,13.484630126654709,4.772228648053579
5.431229337799903,5.583322200314847,12.034726692729523,4.534628155775386
4.988494538669591,5.665006183626186,12.49602625115055,4.854000003494313
