0,1,2
3.923189630523104e-08,0.8543157124165625,0.14568424835154126
4.913168816604879e-08,0.8622563030382461,0.1377436478300658
1.0165457894285224e-07,0.8260028593463269,0.17399703911651407
1.4037618247714522e-06,0.8235482179468075,0.17645037829136767
2.0251103395517605e-08,0.8151318146167782,0.18486816513211846
8.27958524020563e-08,0.8162066120937023,0.18379330511044548
2.9725581782917705e-06,0.8555368307020775,0.14446019673974417
2.7990706762451096e-07,0.8257445728547047,0.1742551472382278
8.815634325650574e-07,0.7866954948534514,0.21330362358312277
6.485594093522925e-14,0.794252221280116,0.20574777871981925
8.59363232248306e-08,0.8211690930057792,0.17883082105789758
1.507246283102737e-06,0.7760376833232701,0.22396080943044697
1.1277514048456305e-07,0.808641036737471,0.19135885051945953
2.4590139494382415e-06,0.8068444104448783,0.19315313184185204
4.0726864951643555e-14,0.7699010618775562,0.23009893812240306
1.5087001495847618e-06,0.8150557451791463,0.18494274612070422
4.819249391211784e-07,0.8186269800918627,0.18137253798319825
0.0,0.7794427853017665,0.22055721469824807
0.0,0.8109734052695946,0.1890265947304758
2.866959304732884e-06,0.81009292492026,0.18990420812043532
2.4255875685516733e-08,0.7820113236941508,0.21798865204997359
7.304257644371056e-08,0.8124352162627455,0.18756471069467787
4.721252305173638e-08,0.8444665307773173,0.1555334220101598
0.0,0.8804258111827835,0.1195743055343006
7.767459737771929e-08,0.809313544418608,0.19068637790679452
2.3195187164672647e-10,0.7947939812059241,0.205206018562124
0.0,0.8240105118117649,0.175989488188323
0.0,0.8579123913232001,0.14208788643568682
8.492856362961146e-08,0.8257529303427263,0.17424698472871003
0.0,0.7615353468918105,0.23846465311039028
3.905088818412957e-09,0.7884003039476212,0.21159969214729002
5.794823527413085e-14,0.8398581162260667,0.1601418837738755
1.0223661839920898e-12,0.8367406481464195,0.16325935185255822
4.484439577451805e-07,0.8637498057895667,0.13624974576647564
1.400847449342908e-06,0.7636568637702984,0.23634173538225223
1.940864385857259e-07,0.7910074622808883,0.208992343632673
1.2202921890844353e-07,0.7828825104723907,0.2171173674983904
1.2559174865441457e-07,0.8656341005244776,0.13436577388377366
6.001590469646404e-08,0.826142975647576,0.17385696433651934
1.8243982678560327e-07,0.7914131441563731,0.2085866734928486
4.1303485562582947e-07,0.8151047472165438,0.1848948397486006
0.0,0.8307641168597789,0.1692364847493707
6.64218270940702e-15,0.8544512354699408,0.14554876453005244
4.111823478485116e-07,0.8178085621540824,0.18219102666356984
3.922345424858049e-08,0.8349110987169138,0.1650888620596319
1.3893048745836414e-06,0.8064854647468263,0.19351314594829927
1.3930637456986187e-07,0.8127563315753162,0.18724352911830924
5.7206291134508845e-08,0.8316669064238557,0.16833303636985322
5.074829547974822e-13,0.7697655394844848,0.2302344605150078
4.812114160824802e-07,0.7682347307674579,0.23176478802112602
0.0,0.8484908693491982,0.15150913065080596
6.296806142653053e-07,0.8400303696939704,0.15996900062541536
0.0,0.7897125138842681,0.21028748611577255
1.0730739746719612e-06,0.8621381628621709,0.13786076406385436
1.3845937906243784e-06,0.8352560080423431,0.16474260736386634
1.2439569464349175e-07,0.80641342698751,0.19358644861679541
8.916905350191782e-09,0.8124961924763296,0.18750379860676486
4.0619680154348123e-08,0.8571364155135072,0.1428635438668127
0.0,0.7804694636879369,0.21953055852760853
1.38009070301061e-07,0.8149132308484587,0.18508663114247106
9.545276185479945e-12,0.8066701243589967,0.193329875631458
1.2767811211543436e-13,0.7039110877223497,0.29608891227752276
0.0,0.858681987152318,0.1413180128478769
2.65350507807907e-10,0.8487113268086384,0.15128867292601114
8.763785170731442e-07,0.8082895407191077,0.19170958290237522
5.756620526528161e-07,0.8001839139652295,0.19981551107881587
1.2176748585913297e-07,0.7814563129396442,0.21854356529286983
3.680890597596715e-08,0.8238285930972337,0.1761713703922551
0.0,0.8450389864193477,0.15496101358086653
0.0,0.833412096497517,0.16658790393082343
0.0,0.7738100593016831,0.22619085848356518
1.5310651295476513e-08,0.7886357905334229,0.21136419415592586
0.0,0.8095671160971705,0.1904329521116736
5.445327907793772e-14,0.8086644255211861,0.19133557447875946
1.703818700410294e-06,0.8482319373589651,0.15176635882233458
1.2536745464320988e-06,0.8069595831467535,0.19303916317869996
2.4817073654521367e-08,0.8681352401529151,0.1318647350300112
2.577913589196407e-07,0.7241152266424353,0.27588451556620586
0.0,0.8078613127005326,0.19213868731555614
7.632082551773155e-10,0.8029429690566896,0.19705703018010226
2.370962677865288e-07,0.7802737714878663,0.2197259914158661
1.5557925482173563e-12,0.8269542842859081,0.17304571571253607
3.5625842313656854e-07,0.8612547114349227,0.13874493230665402
0.0,0.737977314296465,0.2620227077190356
3.219277539163334e-13,0.8654533314949325,0.13454666850474561
4.156839530463034e-07,0.7620102490648898,0.23798933525115715
1.8665000966072517e-07,0.8591475477025305,0.14085226564745987
1.4314451209127866e-12,0.7849765040198693,0.2150234959786992
4.6680350734002045e-07,0.7949068294813876,0.205092703715105
0.0,0.7869020470460899,0.21309795295410677
4.809045907889755e-13,0.8731406171850059,0.1268593828145131
4.081174686602688e-07,0.8452197049944368,0.15477988688809458
5.043333211523575e-07,0.8158614081785109,0.18413808748816787
0.0,0.857750698854792,0.14224934895327557
1.0829987250147045e-13,0.8111544154662045,0.1888455845336872
6.244242586363538e-07,0.7990632395080647,0.20093613606767674
1.0743509394741255e-08,0.8253769776886254,0.17462301156786525
1.8815986756899222e-10,0.8350384674246193,0.16496153238722083
1.0542546016638555e-07,0.7903429962465253,0.2096568983280145
2.8929326416361267e-08,0.8497398406135762,0.1502601304570975
