RF,MaximinRF,MaggingRF,MaggingRF2
0.8691292652922755,0.8908823986869976,0.8897333110159272,0.9029889809206757
0.8901279020919878,0.8992882216838564,0.8836153508488029,0.9012436720716133
0.8859695205892701,0.902467630464385,0.909657102114599,0.9125170119586943
0.8742738789713919,0.8934270848562359,0.8927635841409575,0.8979941619564008
0.8669451256735912,0.8815382478513984,0.8891776714568926,0.8933688185531334
0.8760725735968937,0.8907396928234121,0.8990768794785486,0.9029290326171174
0.885339441243217,0.8931237937363534,0.8948688460267599,0.9015257224803086
0.8804109327627593,0.8916380827527448,0.8992320710359496,0.8980691027392589
0.9106639610916053,0.9169835093767537,0.9083094809430055,0.9218541205600542
0.88092860715394,0.8829469275934494,0.9079092060969006,0.9052854706667324
0.8674356077824377,0.8897992041596989,0.8804821074091195,0.8938164911048804
0.8642210456573576,0.8935437386841198,0.8917558313446801,0.904849138967387
0.8671037109509918,0.8757614960941684,0.8887388049938979,0.8948884247310245
0.8870710654423976,0.8905790379369075,0.9068043318320735,0.9044444312717824
0.8833311926669719,0.9004645251547545,0.9053737453138404,0.9097522508264302
0.8786295526483847,0.8787492458068433,0.8993683259534226,0.8948784992129387
0.8687008042767936,0.8839224226018216,0.8893850045506612,0.8964898896889759
0.8747822126398009,0.8875776759640055,0.9002919867190785,0.9019936828095365
0.8782007208689617,0.8802497347126228,0.8903999569449452,0.8939966083782234
0.882404217639888,0.8773825885638178,0.9045896775812915,0.9000667232518247
0.8763356825965525,0.893623256678507,0.8970802344712924,0.9063542383428281
0.8645741201563926,0.8926930905297921,0.8901124487297047,0.8926244585738738
0.8875425939911611,0.8986294946298995,0.8995871268268376,0.9109424207616165
0.892655099403492,0.901777645166836,0.8941322765272335,0.9105229505729255
0.8882117334443452,0.894195857996159,0.9013107428154422,0.907993594592104
0.880619641241076,0.8894391092519298,0.8968036806036233,0.9049669063936444
0.881924346417863,0.8782059113457578,0.8898099214211197,0.9033312997307141
0.8889203037899684,0.8963907063997686,0.9003112095910941,0.9031244698496627
0.8701064545256812,0.8909808176682779,0.8777907567661152,0.8983089677875737
0.8561449586685435,0.8703339436125793,0.8886238905183179,0.8867051074655905
0.8770341019482883,0.8888472778657216,0.8811752194237897,0.8905056514802043
0.8513331807037632,0.8758046317574901,0.8768289568903448,0.8847502626127122
0.8733429208129287,0.879514521910658,0.886061737309784,0.8943954685787677
0.8820010128926112,0.8896122136702389,0.8914061108145289,0.9004848214572444
0.8637912611296535,0.8713083961086707,0.8702219014955944,0.8858959743002311
0.8394929627401762,0.8660673291060755,0.8828867706716605,0.8758557139533063
